OrderDate;Product Name;Category Name;Order;Order Price;Product Price;Gap Price;Gross Product Sales;Nett Product Sales
1996-08-15 00:00:00;Ravioli Angelo;Grains/Cereals;1;15,6;19,5;3,9;31,2;31,199999999999999
1996-08-16 00:00:00;Camembert Pierrot;Dairy Products;1;27,2;34;6,8;952;952
1996-08-16 00:00:00;Genen Shouyu;Condiments;1;12,4;15,5;3,1;248;248
1996-08-16 00:00:00;Mozzarella di Giovanni;Dairy Products;1;27,8;34,8;7;83,4;83,400000000000006
1996-08-16 00:00:00;Teatime Chocolate Biscuits;Confections;1;7,3;9,2;1,9;131,4;131,40000000000001
1996-08-19 00:00:00;Camembert Pierrot;Dairy Products;1;27,2;34;6,8;544;539
1996-08-19 00:00:00;Gula Malacca;Condiments;1;15,5;19,45;3,95;325,5;325,5
1996-08-19 00:00:00;Laughing Lumberjack Lager;Beverages;1;11,2;14;2,8;56;54,75
1996-08-19 00:00:00;Schoggi Schokolade;Confections;1;35,1;43,9;8,8;526,5;522,75
1996-08-20 00:00:00;Boston Crab Meat;Seafood;1;14,7;18,4;3,7;588;580
1996-08-20 00:00:00;Chai;Beverages;1;14,4;18;3,6;648;639
1996-08-20 00:00:00;Perth Pasties;Meat/Poultry;1;26,2;32,8;6,6;943,2;936
1996-08-21 00:00:00;Steeleye Stout;Beverages;1;14,4;18;3,6;1440;1440
1996-08-21 00:00:00;Tarte au sucre;Confections;1;39,4;49,3;9,9;1576;1576
1996-08-22 00:00:00;Pavlova;Confections;1;13,9;17,45;3,55;556;550
1996-08-22 00:00:00;Sasquatch Ale;Beverages;1;11,2;14;2,8;224;224
1996-08-22 00:00:00;Spegesild;Seafood;1;9,6;12;2,4;144;141,75
1996-08-23 00:00:00;Scottish Longbreads;Confections;1;10;12,5;2,5;30;29,699999999999999
1996-08-23 00:00:00;Tourtière;Meat/Poultry;1;5,9;7,45;1,55;59;58
1996-08-26 00:00:00;Aniseed Syrup;Condiments;1;8;10;2;240;240
1996-08-26 00:00:00;Wimmers gute Semmelknödel;Grains/Cereals;1;26,6;33,25;6,65;239,4;239,40000000000001
1996-08-27 00:00:00;Chef Anton's Gumbo Mix;Condiments;1;17;21,35;4,35;340;340
1996-08-27 00:00:00;Gula Malacca;Condiments;1;15,5;19,45;3,95;372;369,60000000000002
1996-08-27 00:00:00;Konbu;Seafood;1;4,8;6;1,2;96;94
1996-08-27 00:00:00;Manjimup Dried Apples;Produce;1;42,4;53;10,6;84,8;84,599999999999994
1996-08-27 00:00:00;Maxilaku;Confections;1;16;20;4;240;240
1996-08-27 00:00:00;Original Frankfurter grüne Soße;Condiments;1;10,4;13;2,6;104;104
1996-08-27 00:00:00;Thüringer Rostbratwurst;Meat/Poultry;1;99;123,79;24,79;1485;1485
1996-08-28 00:00:00;Sir Rodney's Marmalade;Confections;1;64,8;81;16,2;1296;1296
1996-08-29 00:00:00;Carnarvon Tigers;Seafood;1;50;62,5;12,5;600;600
1996-08-29 00:00:00;Guaraná Fantástica;Beverages;1;3,6;4,5;0,9;36;36
1996-08-29 00:00:00;Rhönbräu Klosterbier;Beverages;1;6,2;7,75;1,55;37,2;37,200000000000003
1996-08-29 00:00:00;Vegie-spread;Condiments;1;35,1;43,9;8,8;175,5;175,5
1996-08-30 00:00:00;Alice Mutton;Meat/Poultry;1;31,2;39;7,8;468;468
1996-08-30 00:00:00;Camembert Pierrot;Dairy Products;1;27,2;34;6,8;571,2;571,20000000000005
1996-08-30 00:00:00;Chai;Beverages;1;14,4;18;3,6;259,2;259,19999999999999
1996-08-30 00:00:00;Ipoh Coffee;Beverages;1;36,8;46;9,2;552;552
1996-08-30 00:00:00;Rhönbräu Klosterbier;Beverages;1;6,2;7,75;1,55;37,2;37,200000000000003
1996-09-02 00:00:00;Gnocchi di nonna Alice;Grains/Cereals;1;30,4;38;7,6;121,6;121,59999999999999
1996-09-03 00:00:00;Gudbrandsdalsost;Dairy Products;1;28,8;36;7,2;432;432
1996-09-03 00:00:00;Pavlova;Confections;1;13,9;17,45;3,55;417;417
1996-09-03 00:00:00;Queso Cabrales;Dairy Products;1;16,8;21;4,2;201,6;201,59999999999999
1996-09-04 00:00:00;Chartreuse verte;Beverages;1;14,4;18;3,6;864;864
1996-09-04 00:00:00;Mozzarella di Giovanni;Dairy Products;1;27,8;34,8;7;556;556
1996-09-05 00:00:00;Chang;Beverages;1;15,2;19;3,8;608;608
1996-09-05 00:00:00;Inlagd Sill;Seafood;1;15,2;19;3,8;608;598
1996-09-05 00:00:00;Raclette Courdavault;Dairy Products;1;44;55;11;1320;1312,5
1996-09-05 00:00:00;Tarte au sucre;Confections;1;39,4;49,3;9,9;591;591
1996-09-06 00:00:00;Outback Lager;Beverages;1;12;15;3;240;240
1996-09-06 00:00:00;Teatime Chocolate Biscuits;Confections;1;7,3;9,2;1,9;109,5;109,5
1996-09-09 00:00:00;Boston Crab Meat;Seafood;1;14,7;18,4;3,7;147;147
1996-09-09 00:00:00;Gnocchi di nonna Alice;Grains/Cereals;1;30,4;38;7,6;608;608
1996-09-09 00:00:00;Louisiana Hot Spiced Okra;Condiments;1;13,6;17;3,4;408;408
1996-09-09 00:00:00;Scottish Longbreads;Confections;1;10;12,5;2,5;200;200
1996-09-10 00:00:00;Alice Mutton;Meat/Poultry;1;31,2;39;7,8;1248;1248
1996-09-10 00:00:00;Ipoh Coffee;Beverages;1;36,8;46;9,2;441,6;441,60000000000002
1996-09-10 00:00:00;Rössle Sauerkraut;Produce;1;36,4;45,6;9,2;1019,2;1019,2
1996-09-11 00:00:00;Boston Crab Meat;Seafood;1;14,7;18,4;3,7;588;584
1996-09-11 00:00:00;Louisiana Fiery Hot Pepper Sauce;Condiments;1;16,8;21,05;4,25;504;501
1996-09-11 00:00:00;Scottish Longbreads;Confections;1;10;12,5;2,5;150;148,5
1996-09-12 00:00:00;Flotemysost;Dairy Products;1;17,2;21,5;4,3;34,4;34,399999999999999
1996-09-12 00:00:00;Maxilaku;Confections;1;16;20;4;480;480
1996-09-12 00:00:00;Raclette Courdavault;Dairy Products;1;44;55;11;440;440
1996-09-13 00:00:00;Carnarvon Tigers;Seafood;1;50;62,5;12,5;1250;1247,5
1996-09-13 00:00:00;Chartreuse verte;Beverages;1;14,4;18;3,6;432;429
1996-09-13 00:00:00;Thüringer Rostbratwurst;Meat/Poultry;1;99;123,79;24,79;2475;2472,5
1996-09-16 00:00:00;Nord-Ost Matjeshering;Seafood;1;20,7;25,89;5,19;207;207
1996-09-16 00:00:00;Perth Pasties;Meat/Poultry;1;26,2;32,8;6,6;262;262
1996-09-16 00:00:00;Tourtière;Meat/Poultry;1;5,9;7,45;1,55;29,5;29,5
1996-09-17 00:00:00;Scottish Longbreads;Confections;1;10;12,5;2,5;30;30
1996-09-17 00:00:00;Tarte au sucre;Confections;1;39,4;49,3;9,9;394;394
1996-09-18 00:00:00;Gudbrandsdalsost;Dairy Products;1;28,8;36;7,2;28,8;28,800000000000001
1996-09-18 00:00:00;Outback Lager;Beverages;1;12;15;3;60;60
1996-09-19 00:00:00;Chef Anton's Cajun Seasoning;Condiments;1;17,6;22;4,4;352;352
1996-09-19 00:00:00;Flotemysost;Dairy Products;1;17,2;21,5;4,3;51,6;51,600000000000001
1996-09-19 00:00:00;Grandma's Boysenberry Spread;Condiments;1;20;25;5;600;600
1996-09-19 00:00:00;Ipoh Coffee;Beverages;1;36,8;46;9,2;736;736
1996-09-19 00:00:00;Singaporean Hokkien Fried Mee;Grains/Cereals;1;11,2;14;2,8;22,4;22,399999999999999
1996-09-20 00:00:00;Gudbrandsdalsost;Dairy Products;1;28,8;36;7,2;201,6;201,59999999999999
1996-09-20 00:00:00;Pavlova;Confections;1;13,9;17,45;3,55;139;139
1996-09-20 00:00:00;Singaporean Hokkien Fried Mee;Grains/Cereals;1;11,2;14;2,8;67,2;67,200000000000003
1996-09-20 00:00:00;Tarte au sucre;Confections;1;39,4;49,3;9,9;197;197
1996-09-23 00:00:00;Ipoh Coffee;Beverages;1;36,8;46;9,2;883,2;883,20000000000005
1996-09-23 00:00:00;Perth Pasties;Meat/Poultry;1;26,2;32,8;6,6;524;524
1996-09-23 00:00:00;Rhönbräu Klosterbier;Beverages;1;6,2;7,75;1,55;62;62
1996-09-23 00:00:00;Rössle Sauerkraut;Produce;1;36,4;45,6;9,2;145,6;145,59999999999999
1996-09-24 00:00:00;Inlagd Sill;Seafood;1;15,2;19;3,8;182,4;182,40000000000001
1996-09-25 00:00:00;Escargots de Bourgogne;Seafood;1;10,6;13,25;2,65;318;315
1996-09-25 00:00:00;Mascarpone Fabioli;Dairy Products;1;25,6;32;6,4;1024;1020
1996-09-25 00:00:00;Tarte au sucre;Confections;1;39,4;49,3;9,9;985;982,5
1996-09-26 00:00:00;Outback Lager;Beverages;1;12;15;3;360;360
1996-09-26 00:00:00;Sasquatch Ale;Beverages;1;11,2;14;2,8;156,8;156,80000000000001
1996-09-27 00:00:00;Jack's New England Clam Chowder;Seafood;1;7,7;9,65;1,95;77;77
1996-09-27 00:00:00;Tarte au sucre;Confections;1;39,4;49,3;9,9;2758;2758
1996-09-30 00:00:00;Chai;Beverages;1;14,4;18;3,6;288;288
1996-10-01 00:00:00;Jack's New England Clam Chowder;Seafood;1;7,7;9,65;1,95;154;154
1996-10-01 00:00:00;Lakkalikööri;Beverages;1;14,4;18;3,6;86,4;86,400000000000006
1996-10-02 00:00:00;Alice Mutton;Meat/Poultry;1;31,2;39;7,8;249,6;249,59999999999999
1996-10-02 00:00:00;Lakkalikööri;Beverages;1;14,4;18;3,6;432;432
1996-10-02 00:00:00;Rössle Sauerkraut;Produce;1;36,4;45,6;9,2;509,6;509,60000000000002
1996-10-03 00:00:00;Flotemysost;Dairy Products;1;17,2;21,5;4,3;516;516
1996-10-03 00:00:00;Steeleye Stout;Beverages;1;14,4;18;3,6;144;144
1996-10-04 00:00:00;Filo Mix;Grains/Cereals;1;5,6;7;1,4;112;112
1996-10-07 00:00:00;Chartreuse verte;Beverages;1;14,4;18;3,6;57,6;57,600000000000001
1996-10-07 00:00:00;Genen Shouyu;Condiments;1;12,4;15,5;3,1;62;62
1996-10-07 00:00:00;NuNuCa Nuß-Nougat-Creme;Confections;1;11,2;14;2,8;44,8;44,799999999999997
1996-10-08 00:00:00;Pavlova;Confections;1;13,9;17,45;3,55;291,9;288,75
1996-10-08 00:00:00;Raclette Courdavault;Dairy Products;1;44;55;11;1760;1754
1996-10-08 00:00:00;Spegesild;Seafood;1;9,6;12;2,4;288;288
1996-10-08 00:00:00;Steeleye Stout;Beverages;1;14,4;18;3,6;1008;997,5
1996-10-08 00:00:00;Vegie-spread;Condiments;1;35,1;43,9;8,8;2808;2796
1996-10-09 00:00:00;Gorgonzola Telino;Dairy Products;1;10;12,5;2,5;40;40
1996-10-09 00:00:00;Grandma's Boysenberry Spread;Condiments;1;20;25;5;120;120
1996-10-09 00:00:00;Konbu;Seafood;1;4,8;6;1,2;57,6;57,600000000000001
1996-10-09 00:00:00;Mozzarella di Giovanni;Dairy Products;1;27,8;34,8;7;1112;1112
1996-10-09 00:00:00;Tofu;Produce;1;18,6;23,25;4,65;167,4;167,40000000000001
1996-10-10 00:00:00;Chef Anton's Cajun Seasoning;Condiments;1;17,6;22;4,4;422,4;422,39999999999998
1996-10-10 00:00:00;Ravioli Angelo;Grains/Cereals;1;15,6;19,5;3,9;249,6;249,59999999999999
1996-10-10 00:00:00;Rhönbräu Klosterbier;Beverages;1;6,2;7,75;1,55;310;310
1996-10-11 00:00:00;Chang;Beverages;1;15,2;19;3,8;380;375
1996-10-11 00:00:00;Escargots de Bourgogne;Seafood;1;10,6;13,25;2,65;318;312
1996-10-11 00:00:00;Nord-Ost Matjeshering;Seafood;1;20,7;25,89;5,19;724,5;717,5
1996-10-11 00:00:00;Queso Cabrales;Dairy Products;1;16,8;21;4,2;840;830
1996-10-14 00:00:00;Louisiana Fiery Hot Pepper Sauce;Condiments;1;16,8;21,05;4,25;672;672
1996-10-14 00:00:00;Raclette Courdavault;Dairy Products;1;44;55;11;396;396
1996-10-14 00:00:00;Scottish Longbreads;Confections;1;10;12,5;2,5;100;100
1996-10-15 00:00:00;Côte de Blaye;Beverages;1;210,8;263,5;52,7;4216;4215
1996-10-15 00:00:00;Gnocchi di nonna Alice;Grains/Cereals;1;30,4;38;7,6;364,8;364,19999999999999
1996-10-15 00:00:00;Nord-Ost Matjeshering;Seafood;1;20,7;25,89;5,19;165,6;165,19999999999999
1996-10-15 00:00:00;Teatime Chocolate Biscuits;Confections;1;7,3;9,2;1,9;73;72,5
1996-10-16 00:00:00;Gumbär Gummibärchen;Confections;1;24,9;31,23;6,33;1245;1237,5
1996-10-16 00:00:00;Mozzarella di Giovanni;Dairy Products;1;27,8;34,8;7;695;691,25
1996-10-16 00:00:00;Tourtière;Meat/Poultry;1;5,9;7,45;1,55;88,5;88,5
1996-10-17 00:00:00;Carnarvon Tigers;Seafood;1;50;62,5;12,5;2000;1992
1996-10-17 00:00:00;Singaporean Hokkien Fried Mee;Grains/Cereals;1;11,2;14;2,8;112;110
1996-10-17 00:00:00;Zaanse koeken;Confections;1;7,6;9,5;1,9;121,6;118,40000000000001
1996-10-18 00:00:00;Flotemysost;Dairy Products;1;17,2;21,5;4,3;688;684
1996-10-18 00:00:00;Sir Rodney's Scones;Confections;1;8;10;2;80;79
1996-10-18 00:00:00;Tofu;Produce;1;18,6;23,25;4,65;186;186
1996-10-21 00:00:00;Filo Mix;Grains/Cereals;1;5,6;7;1,4;44,8;44,799999999999997
1996-10-21 00:00:00;Scottish Longbreads;Confections;1;10;12,5;2,5;100;100
1996-10-22 00:00:00;Chang;Beverages;1;15,2;19;3,8;106,4;105
1996-10-22 00:00:00;Gorgonzola Telino;Dairy Products;1;10;12,5;2,5;250;245
1996-10-22 00:00:00;Manjimup Dried Apples;Produce;1;42,4;53;10,6;2035,2;2025,5999999999999
1996-10-22 00:00:00;Mascarpone Fabioli;Dairy Products;1;25,6;32;6,4;153,6;152,40000000000001
1996-10-23 00:00:00;Chef Anton's Cajun Seasoning;Condiments;1;17,6;22;4,4;316,8;315
1996-10-24 00:00:00;Gravad lax;Seafood;1;20,8;26;5,2;582,4;582,39999999999998
1996-10-24 00:00:00;Gumbär Gummibärchen;Confections;1;24,9;31,23;6,33;597,6;597,60000000000002
1996-10-24 00:00:00;Inlagd Sill;Seafood;1;15,2;19;3,8;304;304
1996-10-24 00:00:00;Mozzarella di Giovanni;Dairy Products;1;27,8;34,8;7;695;695
1996-10-24 00:00:00;Tunnbröd;Grains/Cereals;1;7,2;9;1,8;288;288
1996-10-25 00:00:00;Alice Mutton;Meat/Poultry;1;31,2;39;7,8;624;624
1996-10-25 00:00:00;Nord-Ost Matjeshering;Seafood;1;20,7;25,89;5,19;310,5;310,5
1996-10-28 00:00:00;Alice Mutton;Meat/Poultry;1;31,2;39;7,8;2184;2180,5
1996-10-28 00:00:00;Chef Anton's Cajun Seasoning;Condiments;1;17,6;22;4,4;176;176
1996-10-28 00:00:00;Tarte au sucre;Confections;1;39,4;49,3;9,9;1103,2;1103,2
1996-10-29 00:00:00;Carnarvon Tigers;Seafood;1;50;62,5;12,5;1000;999
1996-10-29 00:00:00;Geitost;Dairy Products;1;2;2,5;0,5;16;16
1996-10-29 00:00:00;Ipoh Coffee;Beverages;1;36,8;46;9,2;1472;1470
1996-10-29 00:00:00;Jack's New England Clam Chowder;Seafood;1;7,7;9,65;1,95;92,4;91,799999999999997
1996-10-29 00:00:00;Raclette Courdavault;Dairy Products;1;44;55;11;396;394,64999999999998
1996-10-30 00:00:00;Chang;Beverages;1;15,2;19;3,8;364,8;360
1996-10-30 00:00:00;Gorgonzola Telino;Dairy Products;1;10;12,5;2,5;560;548,79999999999995
1996-10-30 00:00:00;Inlagd Sill;Seafood;1;15,2;19;3,8;608;600
1996-10-30 00:00:00;Pâté chinois;Meat/Poultry;1;19,2;24;4,8;768;760
1996-10-31 00:00:00;Lakkalikööri;Beverages;1;14,4;18;3,6;216;216
1996-10-31 00:00:00;Scottish Longbreads;Confections;1;10;12,5;2,5;40;39,799999999999997
1996-10-31 00:00:00;Wimmers gute Semmelknödel;Grains/Cereals;1;26,6;33,25;6,65;1330;1330
1996-11-01 00:00:00;Chef Anton's Cajun Seasoning;Condiments;1;17,6;22;4,4;616;616
1996-11-01 00:00:00;Northwoods Cranberry Sauce;Condiments;1;32;40;8;2240;2222,5
1996-11-04 00:00:00;Northwoods Cranberry Sauce;Condiments;1;32;40;8;2240;2240
1996-11-04 00:00:00;Singaporean Hokkien Fried Mee;Grains/Cereals;1;11,2;14;2,8;100,8;100,8
1996-11-04 00:00:00;Teatime Chocolate Biscuits;Confections;1;7,3;9,2;1,9;584;584
1996-11-05 00:00:00;Alice Mutton;Meat/Poultry;1;31,2;39;7,8;1123,2;1119,5999999999999
1996-11-05 00:00:00;Gnocchi di nonna Alice;Grains/Cereals;1;30,4;38;7,6;608;608
1996-11-06 00:00:00;Boston Crab Meat;Seafood;1;14,7;18,4;3,7;58,8;58,799999999999997
1996-11-06 00:00:00;Chartreuse verte;Beverages;1;14,4;18;3,6;720;712,5
1996-11-06 00:00:00;NuNuCa Nuß-Nougat-Creme;Confections;1;11,2;14;2,8;112;112
1996-11-06 00:00:00;Rhönbräu Klosterbier;Beverages;1;6,2;7,75;1,55;37,2;36,299999999999997
1996-11-07 00:00:00;Chai;Beverages;1;14,4;18;3,6;216;213,75
1996-11-07 00:00:00;Tunnbröd;Grains/Cereals;1;7,2;9;1,8;180;180
1996-11-08 00:00:00;Tourtière;Meat/Poultry;1;5,9;7,45;1,55;141,6;141,59999999999999
1996-11-11 00:00:00;Côte de Blaye;Beverages;1;210,8;263,5;52,7;4216;4215
1996-11-11 00:00:00;Gudbrandsdalsost;Dairy Products;1;28,8;36;7,2;518,4;516,60000000000002
1996-11-11 00:00:00;Gula Malacca;Condiments;1;15,5;19,45;3,95;1193,5;1189,6500000000001
1996-11-11 00:00:00;Jack's New England Clam Chowder;Seafood;1;7,7;9,65;1,95;100,1;100,09999999999999
1996-11-11 00:00:00;Louisiana Fiery Hot Pepper Sauce;Condiments;1;16,8;21,05;4,25;168;167,5
1996-11-11 00:00:00;Valkoinen suklaa;Confections;1;13;16,25;3,25;195;193,5
1996-11-12 00:00:00;Guaraná Fantástica;Beverages;1;3,6;4,5;0,9;36;36
1996-11-12 00:00:00;Tourtière;Meat/Poultry;1;5,9;7,45;1,55;118;115
1996-11-13 00:00:00;Côte de Blaye;Beverages;1;210,8;263,5;52,7;10540;10530
1996-11-13 00:00:00;Queso Cabrales;Dairy Products;1;16,8;21;4,2;201,6;199,19999999999999
1996-11-14 00:00:00;Chai;Beverages;1;14,4;18;3,6;172,8;172,80000000000001
1996-11-14 00:00:00;Thüringer Rostbratwurst;Meat/Poultry;1;99;123,79;24,79;396;396
1996-11-15 00:00:00;Guaraná Fantástica;Beverages;1;3,6;4,5;0,9;90;90
1996-11-15 00:00:00;Ravioli Angelo;Grains/Cereals;1;15,6;19,5;3,9;390;390
1996-11-18 00:00:00;Gorgonzola Telino;Dairy Products;1;10;12,5;2,5;300;300
1996-11-18 00:00:00;Gudbrandsdalsost;Dairy Products;1;28,8;36;7,2;576;576
